name;addr;rating;phone;more_phones;
Сушка;197227, Санкт-Петербург, Испытателей пр-кт, д. 26;0.0;+7 812 981-53-35;+7 812 334-51-54;
Евразия;196070, Санкт-Петербург, Московский пр-кт, д. 177, — 1 этаж;2.8;;;
Куба Бар;191023, Санкт-Петербург, Гороховая ул., д. 28литерА;4.8;+7 495 150-09-72;+7 812 310-33-11;
Ресторан «Царь»;197706, Санкт-Петербург, г. Сестрорецк, Садовая ул., д. 12;0.0;+7 495 150-09-72;+7 812 640-16-16;
Барство;192019, Санкт-Петербург, Профессора Качалова ул., д. 11;0.0;;;
Папа Джонс;197341, Санкт-Петербург, Королева пр-кт, д. 7, — 1 этаж;0.0;;;
ARGO;194354, Санкт-Петербург, Сикейроса ул., д. 11 к1, — 1 этаж;0.0;;;
Корeана;190000, Санкт-Петербург, Гороховая ул., д. 17;0.0;+7 495 150-09-72;+7 812 312-27-60;
Jai Hind;191123, Санкт-Петербург, Рылеева ул., д. 17, — 19;0.0;;;
THE PUB;194214, Санкт-Петербург, Выборгское ш., д. 17к1, — напротив светофора;4.2;+7 921 914-04-23;+7 812 946-75-21;
Salad;197227, Санкт-Петербург, Байконурская ул., д. 14 лит А, — 4 этаж;0.0;;;
Приморский;197227, Санкт-Петербург, Комендантский пр-кт, д. 2;0.0;;;
ООО «ВиАйДи-Премиум»;197022, Санкт-Петербург, Медиков пр-кт, д. 8;5.0;;;
Место;197198, Санкт-Петербург, Кронверкский пр-кт, д. 59, — 1 этаж;0.0;;;
Мираж Синема;197374, Санкт-Петербург, Торфяная дор., д. 7;3.9;;;
Бар-ресторан "Большая рыба";194356, Санкт-Петербург, Парашютная ул., д. 54;0.0;;;
OKINAVA;194354, Санкт-Петербург, Сикейроса ул., д. 11 к1, — вход с ул. Есенина;0.0;;;
Лион;196084, Санкт-Петербург, Московский пр-кт, д. 107;0.0;;;
Fresh FM;190000, Санкт-Петербург, Большая Морская ул., д. 25;1.0;;;
Ollis Pizza;195030, Санкт-Петербург, Наставников пр-кт, д. 36к1;0.0;;;
Япоша;197183, Санкт-Петербург, Савушкина ул., д. 10;4.3;;;
Мин Сюань;199397, Санкт-Петербург, Кораблестроителей ул., д. 32 к3;0.0;;;
Гюльчатай;190013, Санкт-Петербург, Загородный пр-кт, д. 70;4.8;+7 495 150-09-72;+7 812 575-07-90, +7 812 666-66-66;
Family Restaurant;195009, Санкт-Петербург, Кондратьевский пр-кт, д. 15, — БЦ «Фернан Леже»;0.0;;;
TELEPIZZA;199155, Санкт-Петербург, Капитанская ул., д. 4, — вход со двора;5.0;;;
Ресторан Горохов;190000, Санкт-Петербург, Гороховая ул., д. 1;4.3;+7 812 643-77-01;+7 981 146-01-70;
Jager Haus;195027, Санкт-Петербург, Свердловская наб., д. 60, — 1 этаж;4.3;+7 812 611-11-10;+7 812 337-58-95;
Buffalo;191002, Санкт-Петербург, Рубинштейна ул., д. 12;0.0;;;
Белинского, 6;191014, Санкт-Петербург, Белинского ул., д. 6;0.0;;;
Емеля;190005, Санкт-Петербург, Обводного канала наб., д. 120;0.0;;;
Il Patio;191036, Санкт-Петербург, Лиговский пр-кт, д. 30, — 4 этаж;0.0;+7 812 449-43-46;+7 812 449-43-47;
Погриб;191186, Санкт-Петербург, Канала Грибоедова наб., д. 11;4.5;+7 812 406-90-06;+7 812 702-99-39;
Евразия;188661, Ленинградская обл., Всеволожский район, д. Новое Девяткино, Главная ул., д. 60, — 2 этаж;0.0;;;
Кафе Драмы и Комедии;194100, Санкт-Петербург, Новолитовская ул., д. 15а, — 1 этаж;5.0;;;
Жен-Жен;199178, Санкт - Петербург,  просп. Малыйв.о., эт. 1;4.0;+7 981 890-61-12;+7 812 323-88-04;
Sushiya, Доставка Суши;194223, Санкт-Петербург, Светлановский пр-кт, д. 40;0.0;;;
На парах;197198, Санкт-Петербург, Большой П.С. пр-кт, д. 3, —  вход с ул. Большой проспект П.С.;4.4;;;
Freeman's;195213, Санкт-Петербург, Казанская (Малая Охта) ул., д. 8, — 10;0.0;;;
Ки До;197022, Санкт-Петербург, Академика Павлова ул., д. 14, — 1 этаж;0.0;;;
Chiapas;190000, Санкт-Петербург, Пирогова пер., д. 18, — 1 этаж;0.0;;;
foodrobingood.ru;191119, Санкт-Петербург, Обводного канала наб., д. 66;5.0;;;
Дом;190000, Санкт-Петербург, Реки Мойки наб., д. 72;0.0;;;
Блюз;195267, Санкт-Петербург, Просвещения пр-кт, д. 85, — 1 этаж;5.0;;;
Аква-бистро;191123, Санкт-Петербург, Чернышевского пр-кт, д. 11;5.0;;;
Фан Флан;197183, Санкт-Петербург, Коломяжский пр-кт;0.0;;;
Русские Былины Северо-запад;196233, Санкт-Петербург, Орджоникидзе ул., д. 61;0.0;;;
Миндаль;191123, Санкт-Петербург, Чернышевского пр-кт, д. 5;0.0;+7 495 150-09-72;+7 812 929-15-92;
Игрок;190031, Санкт-Петербург, Столярный пер., д. 13;5.0;;;
Ля Мур;197341, Санкт-Петербург, Испытателей пр-кт, д. 4 к1, — 1;0.0;+7 812 301-79-65;+7 812 952-78-25;
Bruxelles;191014, Санкт-Петербург, Восстания ул., д. 20;0.0;;;
Бахрома;192071, Санкт-Петербург, Славы пр-кт, д. 33;5.0;;;
L'ami;Санкт-Петербург, Итальянская ул., д. 16/19;0.0;;;
Сетуй;192281, Санкт-Петербург, Купчинская ул., д. 15;0.0;;;
Евразия;190013, Санкт-Петербург, Реки Фонтанки наб., д. 109, — вход с ул. Московский проспект;0.0;;;
Santorini;197374, Санкт-Петербург, Приморский пр-кт, д. 137к1;0.0;+7 495 150-09-72;+7 812 970-79-79;
Лайн-кафе;197342, Санкт-Петербург, Ланское ш., д. 20к1;0.0;;;
Gemo;199106, Санкт-Петербург, Большой В.О. пр-кт, д. 103 к7;0.0;;;
БАРСЛОНА;191123, Санкт-Петербург, Чернышевского пр-кт, д. 9, — цокольный этаж;0.0;;;
Crouton;198188, Санкт-Петербург, Возрождения ул., д. 20 лит А, — 9 офис;0.0;+7 921 388-68-51;+7 812 622-07-06;
Якитория;197046, Санкт-Петербург, Петровская наб., д. 4, — 1 этаж;4.9;;;
Евразия;196066, Санкт-Петербург, Московский пр-кт, д. 195, — 1 этаж;2.7;;;
Taverna;197198, Санкт-Петербург, Большая Пушкарская ул., д. 6, — 1 этаж;0.0;+7 495 150-09-72;+7 812 230-03-73;
Крокодил;190000, Санкт-Петербург, Галерная ул., д. 18;4.0;;;
Пироги домой;191025, Санкт-Петербург, Марата ул., д. 18;4.9;;;
Зеленый Дракон;190005, Санкт-Петербург, 7-я Красноармейская ул., д. 28-30;0.0;+7 812 903-07-78;+7 931 239-73-38, +7 931 354-90-01;
КОКАБАР Пицца-Паста Пиво-Коктейли COCABAR Pizza-Pasta Beer-Cocktails;191023, Санкт-Петербург, Садовая ул., д. 13литерА;3.6;+7 911 923-94-84;+7 812 314-54-22;
Empire;193318, Санкт-Петербург, Пятилеток пр-кт, д. 14 к1;0.0;+7 495 150-09-72;+7 812 995-90-17;
Pizza Ollis;191014, Санкт-Петербург, Кирочная ул., д. 8, — 1 этаж;3.0;;;
Mexico City/Мехико Сити;198255, Санкт-Петербург, Ветеранов пр-кт, д. 75;4.7;;;
Мобильные палки;198097, Санкт-Петербург, Стачек пр-кт, д. 32;0.0;;;
Abajour cafe;199004, Санкт-Петербург, 9-я В.О. линия, д. 20;0.0;;;
КАРАМЕЛЬ Кейеринг ООО;199106, Санкт-Петербург, Большой В.О. пр-кт, д. 103;0.0;+7 812 322-60-94;+7 931 227-26-35;
Рублёв;197183, Санкт-Петербург, Приморский пр-кт, д. 72;0.0;;;
Kriek;191023, Санкт-Петербург, Итальянская ул., д. 17, — цокольный этаж;4.3;+7 921 887-03-13;+7 812 595-41-53, +7 812 611-11-10;
The Americano;191186, Санкт-Петербург, Конюшенная пл., д. 2 лит А, — 1 этаж;0.0;+7 812 647-80-80;+7 812 647-80-80;
Трэй;196135, Санкт-Петербург, Гастелло ул., д. 19;0.0;;;
KILLFISH;197348, Санкт-Петербург, Коломяжский пр-кт, д. 15 к2, — вход с ул. Богатырский проспект;1.0;;;
Кофейный дом ГУРМЕ;196084, Санкт-Петербург, Заставская ул., д. 33литерД, — Вход со двора Московского пр-та д.107-109;5.0;;;
Solncebar;197198, Санкт-Петербург, Добролюбова пр-кт, д. 9;0.0;;;
Евразия;192241, Санкт-Петербург, Славы пр-кт, д. 52 к1, — 1 этаж;4.7;;;
La Cucaracha;191023, Санкт-Петербург, Реки Фонтанки наб., д. 39, — 1 этаж;4.5;;;
Mama Roma;196066, Санкт-Петербург, Московский пр-кт, д. 192, — 1 этаж;4.3;;;
Il Konti;199034, Санкт - Петербург,  линия 17-Яв.о., эт. 1;0.0;;;
Sushi Mafia;197082, Санкт-Петербург, Богатырский пр-кт, д. 53к1;0.0;;;
Кафе У Георгия;190013, Санкт-Петербург, Клинский пр-кт, д. 22;0.0;;;
Папа Джонс;193230, Санкт-Петербург, Искровский пр-кт, д. 40;0.0;;;
Маллиганс;194356, Санкт-Петербург, Луначарского пр-кт, д. 1 к1, — 1 этаж;0.0;;;
Penabar;194291, Санкт-Петербург, Просвещения пр-кт, д. 34;3.7;+7 812 600-23-00;+7 812 336-08-20;
Делон;197110, Санкт-Петербург, Большая Зеленина ул., д. 18;0.0;;;
Токио Сити;194295, Санкт-Петербург, Художников пр-кт, д. 26;4.3;;;
Tokyo-City;195279, Санкт-Петербург, Энтузиастов пр-кт, д. 24, — 1 этаж;0.0;;;
Franki-hall;191014, Санкт-Петербург, Манежный пер., д. 6;0.0;;;
Судзуран;192238, Санкт-Петербург, Бухарестская ул., д. 90;0.0;;;
Наутилус;195196, Санкт-Петербург, Рижская ул., д. 3;4.5;+7 812 449-07-02;+7 812 449-45-73;
Il Patio;191186, Санкт-Петербург, Невский пр-кт, д. 30, — 1 этаж;4.2;+7 812 314-82-15;+7 812 312-16-33;
Маестро;194354, Санкт-Петербург, Луначарского пр-кт, д. 60 к1;0.0;+7 931 925-60-94;+7 812 517-99-12;
Rossi`s;191186, Санкт-Петербург, Невский пр-кт, д. 36, — гостиница Европа;0.0;;;
Bifbar vosem;191317, Санкт-Петербург, Александра Невского пл., д. 2, — 8 этаж;0.0;;;
Трын-трава;196084, Санкт-Петербург, Московский пр-кт, д. 137а;5.0;;;
Берлога;190005, Санкт-Петербург, Московский пр-кт, д. 18е;0.0;;;
Чердак художника;191023, Санкт-Петербург, Садовая ул., д. 19, — 4 этаж;4.3;+7 812 932-93-38;+7 812 315-96-54;
Wok House;197374, Санкт-Петербург, Приморский пр-кт, д. 147;0.0;;;
Express Суши;192071, Санкт-Петербург, Будапештская ул., д. 39;0.0;;;
Евразия-Экспресс;191123, Санкт-Петербург, Чернышевского пр-кт, д. 11;0.0;+7 812 334-14-55;+7 812 325-60-60;
Евразия;196066, Санкт-Петербург, Московский пр-кт, д. 222;0.0;;;
Евразия;195176, Санкт-Петербург, Пискаревский пр-кт, д. 25, — 1 этаж;0.0;;;
Служба доставки питания, ООО;192012, Санкт-Петербург, Обуховской Обороны пр-кт, д. 120 лит А;0.0;+7 812 367-13-66;+7 812 362-55-64;
Марсельеза;набережная Мартынова 16;0.0;;;
Пан-Барабан;198255, Санкт-Петербург, Ветеранов пр-кт, д. 53;0.0;;;
